City,State,Provider ID,Hospital Name,County Name,HCAHPS Question Type,Patient Survey Star Rating (out of 5),Number of Completed Surveys,Survey Response Rate Percent,Measure Start Date,Measure End Date,,
COBLESKILL,NY,330268,COBLESKILL REGIONAL HOSPITAL,SCHOHARIE,Summary star rating,3,121,27,4/1/2016,3/31/2017,,
COOPERSTOWN,NY,330136,MARY IMOGENE BASSETT HOSPITAL,OTSEGO,Summary star rating,3,1054,27,4/1/2016,3/31/2017,,
CORNING,NY,330277,CORNING HOSPITAL,STEUBEN,Summary star rating,3,656,27,4/1/2016,3/31/2017,,
CORTLAND,NY,330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",CORTLAND,Summary star rating,2,452,22,4/1/2016,3/31/2017,,
CORTLANDT MANOR,NY,330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,WESTCHESTER,Summary star rating,3,1252,22,4/1/2016,3/31/2017,,
DANSVILLE,NY,330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,LIVINGSTON,Summary star rating,3,416,27,4/1/2016,3/31/2017,,
DELHI,NY,331305,O'CONNOR HOSPITAL,DELAWARE,Summary star rating,0,FEWER THAN 50,40,4/1/2016,3/31/2017,,
DUNKIRK,NY,330229,BROOKS MEMORIAL HOSPITAL,CHAUTAUQUA,Summary star rating,3,413,30,4/1/2016,3/31/2017,,
EAST MEADOW,NY,330027,NASSAU UNIVERSITY MEDICAL CENTER,NASSAU,Summary star rating,1,1554,22,4/1/2016,3/31/2017,,
ELIZABETHTOWN,NY,331302,ELIZABETHTOWN COMMUNITY HOSPITAL,ESSEX,Summary star rating,0,51,26,4/1/2016,3/31/2017,,
ELLENVILLE,NY,331310,ELLENVILLE REGIONAL HOSPITAL,ULSTER,Summary star rating,0,FEWER THAN 50,23,4/1/2016,3/31/2017,,
ELMHURST,NY,330128,ELMHURST HOSPITAL CENTER,QUEENS,Summary star rating,1,782,13,4/1/2016,3/31/2017,,
ELMIRA,NY,330090,ARNOT OGDEN MEDICAL CENTER,CHEMUNG,Summary star rating,3,549,28,4/1/2016,3/31/2017,,
ELMIRA,NY,330108,"ST JOSEPH'S HOSPITAL, INC",CHEMUNG,Summary star rating,0,88,23,4/1/2016,3/31/2017,,
FAR ROCKAWAY,NY,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,QUEENS,Summary star rating,1,306,10,4/1/2016,3/31/2017,,
FLUSHING,NY,330193,FLUSHING HOSPITAL MEDICAL CENTER,QUEENS,Summary star rating,1,520,15,4/1/2016,3/31/2017,,
FLUSHING,NY,330055,NEW YORK-PRESBYTERIAN/QUEENS,QUEENS,Summary star rating,3,4203,22,4/1/2016,3/31/2017,,
GENEVA,NY,330058,GENEVA GENERAL HOSPITAL,ONTARIO,Summary star rating,3,823,36,4/1/2016,3/31/2017,,
GLEN COVE,NY,330181,GLEN COVE HOSPITAL,NASSAU,Summary star rating,3,519,21,4/1/2016,3/31/2017,,
GLENS FALLS,NY,330191,GLENS FALLS HOSPITAL,WARREN,Summary star rating,3,2207,28,4/1/2016,3/31/2017,,
GLOVERSVILLE,NY,330276,NATHAN LITTAUER HOSPITAL,FULTON,Summary star rating,3,376,24,4/1/2016,3/31/2017,,
GOUVERNEUR,NY,331315,GOUVERNEUR HOSPITAL,SAINT LAWRENCE,Summary star rating,0,99,27,4/1/2016,3/31/2017,,
GREENPORT,NY,330088,EASTERN LONG ISLAND HOSPITAL,SUFFOLK,Summary star rating,3,132,32,4/1/2016,3/31/2017,,
HAMILTON,NY,331316,"COMMUNITY MEMORIAL HOSPITAL, INC",MADISON,Summary star rating,4,482,49,4/1/2016,3/31/2017,,
HARRIS,NY,330386,CATSKILL REGIONAL MEDICAL CENTER,SULLIVAN,Summary star rating,3,318,16,4/1/2016,3/31/2017,,
HORNELL,NY,330151,ST JAMES MERCY HOSPITAL,STEUBEN,Summary star rating,3,171,31,4/1/2016,3/31/2017,,
HUDSON,NY,330094,COLUMBIA MEMORIAL HOSPITAL,COLUMBIA,Summary star rating,3,548,23,4/1/2016,3/31/2017,,
HUNTINGTON,NY,330045,HUNTINGTON HOSPITAL,SUFFOLK,Summary star rating,3,516,26,4/1/2016,3/31/2017,,
IRVING,NY,330132,TLC HEALTH NETWORK,CHAUTAUQUA,Summary star rating,0,87,29,4/1/2016,3/31/2017,,
ITHACA,NY,330307,CAYUGA MEDICAL CENTER AT ITHACA,TOMPKINS,Summary star rating,3,527,29,4/1/2016,3/31/2017,,
JAMAICA,NY,330014,JAMAICA HOSPITAL MEDICAL CENTER,QUEENS,Summary star rating,2,619,15,4/1/2016,3/31/2017,,
JAMAICA,NY,330231,QUEENS HOSPITAL CENTER,QUEENS,Summary star rating,2,743,12,4/1/2016,3/31/2017,,
JAMESTOWN,NY,330239,WOMAN'S CHRISTIAN ASSOCIATION,CHAUTAUQUA,Summary star rating,2,614,17,4/1/2016,3/31/2017,,
KENMORE,NY,330102,KENMORE MERCY HOSPITAL,ERIE,Summary star rating,4,738,37,4/1/2016,3/31/2017,,
KINGSTON,NY,330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,ULSTER,Summary star rating,2,823,22,4/1/2016,3/31/2017,,
KINGSTON,NY,330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,ULSTER,Summary star rating,3,144,25,4/1/2016,3/31/2017,,
LEWISTON,NY,330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,NIAGARA,Summary star rating,3,521,29,4/1/2016,3/31/2017,,
LITTLE FALLS,NY,331311,LITTLE FALLS HOSPITAL,HERKIMER,Summary star rating,4,114,25,4/1/2016,3/31/2017,,
LOCKPORT,NY,330163,EASTERN NIAGARA HOSPITAL,NIAGARA,Summary star rating,2,657,25,4/1/2016,3/31/2017,,
LOWVILLE,NY,331317,LEWIS COUNTY GENERAL HOSPITAL,LEWIS,Summary star rating,4,278,32,4/1/2016,3/31/2017,,
MALONE,NY,330084,ALICE HYDE MEDICAL CENTER,FRANKLIN,Summary star rating,3,252,24,4/1/2016,3/31/2017,,
MANHASSET,NY,330106,NORTH SHORE UNIVERSITY HOSPITAL,NASSAU,Summary star rating,3,433,25,4/1/2016,3/31/2017,,
MARGARETVILLE,NY,331304,MARGARETVILLE MEMORIAL HOSPITAL,DELAWARE,Summary star rating,0,FEWER THAN 50,27,4/1/2016,3/31/2017,,
MASSENA,NY,330223,MASSENA MEMORIAL HOSPITAL,SAINT LAWRENCE,Summary star rating,3,417,21,4/1/2016,3/31/2017,,
MEDINA,NY,331319,MEDINA MEMORIAL HOSPITAL,ORLEANS,Summary star rating,0,86,25,4/1/2016,3/31/2017,,
MIDDLETOWN,NY,330126,ORANGE REGIONAL MEDICAL CENTER,ORANGE,Summary star rating,3,672,22,4/1/2016,3/31/2017,,
MINEOLA,NY,330167,NYU WINTHROP HOSPITAL,NASSAU,Summary star rating,3,1699,23,4/1/2016,3/31/2017,,
MONTOUR FALLS,NY,331313,"SCHUYLER HOSPITAL, INC",SCHUYLER,Summary star rating,0,92,29,4/1/2016,3/31/2017,,
MOUNT KISCO,NY,330162,NORTHERN WESTCHESTER HOSPITAL,WESTCHESTER,Summary star rating,4,976,31,4/1/2016,3/31/2017,,
MOUNT VERNON,NY,330086,MONTEFIORE MOUNT VERNON HOSPITAL,WESTCHESTER,Summary star rating,2,206,10,4/1/2016,3/31/2017,,
NEW HYDE PARK,NY,330195,LONG ISLAND JEWISH MEDICAL CENTER,QUEENS,Summary star rating,3,604,17,4/1/2016,3/31/2017,,
NEW ROCHELLE,NY,330184,MONTEFIORE NEW ROCHELLE HOSPITAL,WESTCHESTER,Summary star rating,2,482,17,4/1/2016,3/31/2017,,
NEW YORK,NY,330204,BELLEVUE HOSPITAL CENTER,NEW YORK,Summary star rating,2,1162,11,4/1/2016,3/31/2017,,
NEW YORK,NY,330240,HARLEM HOSPITAL CENTER,NEW YORK,Summary star rating,1,547,8,4/1/2016,3/31/2017,,
NEW YORK,NY,330270,HOSPITAL FOR SPECIAL SURGERY,NEW YORK,Summary star rating,4,1884,47,4/1/2016,3/31/2017,,
NEW YORK,NY,330119,LENOX HILL HOSPITAL,NEW YORK,Summary star rating,2,709,21,4/1/2016,3/31/2017,,
NEW YORK,NY,330199,METROPOLITAN HOSPITAL CENTER,NEW YORK,Summary star rating,2,486,9,4/1/2016,3/31/2017,,
NEW YORK,NY,330169,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,NEW YORK,Summary star rating,2,419,15,4/1/2016,3/31/2017,,
NEW YORK,NY,330024,MOUNT SINAI HOSPITAL,NEW YORK,Summary star rating,3,970,18,4/1/2016,3/31/2017,,
NEW YORK,NY,330046,MOUNT SINAI WEST,NEW YORK,Summary star rating,2,466,16,4/1/2016,3/31/2017,,
NEW YORK,NY,330100,N Y EYE AND EAR INFIRMARY,NEW YORK,Summary star rating,0,FEWER THAN 50,20,4/1/2016,3/31/2017,,
NEW YORK,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NEW YORK,Summary star rating,3,1681,19,4/1/2016,3/31/2017,,
NEW YORK,NY,330214,NYU HOSPITALS CENTER,NEW YORK,Summary star rating,3,3399,22,4/1/2016,3/31/2017,,
NEWARK,NY,330030,NEWARK-WAYNE COMMUNITY HOSPITAL,WAYNE,Summary star rating,3,849,23,4/1/2016,3/31/2017,,
NEWBURGH,NY,330264,ST LUKE'S CORNWALL HOSPITAL,ORANGE,Summary star rating,2,988,19,4/1/2016,3/31/2017,,
NIAGARA FALLS,NY,330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NIAGARA,Summary star rating,2,511,20,4/1/2016,3/31/2017,,
NORWICH,NY,330033,"CHENANGO MEMORIAL HOSPITAL, INC",CHENANGO,Summary star rating,3,306,30,4/1/2016,3/31/2017,,
NYACK,NY,330104,NYACK HOSPITAL,ROCKLAND,Summary star rating,2,493,16,4/1/2016,3/31/2017,,
OCEANSIDE,NY,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,NASSAU,Summary star rating,3,1700,24,4/1/2016,3/31/2017,,
OGDENSBURG,NY,330211,CLAXTON-HEPBURN MEDICAL CENTER,SAINT LAWRENCE,Summary star rating,3,302,26,4/1/2016,3/31/2017,,
OLEAN,NY,330103,OLEAN GENERAL HOSPITAL,CATTARAUGUS,Summary star rating,3,584,26,4/1/2016,3/31/2017,,
ONEIDA,NY,330115,ONEIDA HEALTHCARE,MADISON,Summary star rating,4,332,31,4/1/2016,3/31/2017,,
ONEONTA,NY,330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,OTSEGO,Summary star rating,3,429,28,4/1/2016,3/31/2017,,
OSWEGO,NY,330218,OSWEGO HOSPITAL,OSWEGO,Summary star rating,4,314,25,4/1/2016,3/31/2017,,
PATCHOGUE,NY,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,SUFFOLK,Summary star rating,1,1019,21,4/1/2016,3/31/2017,,
PENN YAN,NY,331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,YATES,Summary star rating,4,116,35,4/1/2016,3/31/2017,,
PLAINVIEW,NY,330331,PLAINVIEW HOSPITAL,NASSAU,Summary star rating,2,613,29,4/1/2016,3/31/2017,,
PLATTSBURGH,NY,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,CLINTON,Summary star rating,3,504,28,4/1/2016,3/31/2017,,
PORT JEFFERSON,NY,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,SUFFOLK,Summary star rating,4,815,24,4/1/2016,3/31/2017,,
PORT JEFFERSON,NY,330246,ST CHARLES HOSPITAL,SUFFOLK,Summary star rating,3,943,26,4/1/2016,3/31/2017,,
PORT JERVIS,NY,330135,BON SECOURS COMMUNITY HOSPITAL,ORANGE,Summary star rating,3,265,20,4/1/2016,3/31/2017,,
POTSDAM,NY,330197,CANTON-POTSDAM HOSPITAL,SAINT LAWRENCE,Summary star rating,3,683,28,4/1/2016,3/31/2017,,
POUGHKEEPSIE,NY,330023,VASSAR BROTHERS MEDICAL CENTER,DUTCHESS,Summary star rating,2,3417,31,4/1/2016,3/31/2017,,
RHINEBECK,NY,330049,NORTHERN DUTCHESS HOSPITAL,DUTCHESS,Summary star rating,3,831,35,4/1/2016,3/31/2017,,
RIVERHEAD,NY,330107,PECONIC BAY MEDICAL CENTER,SUFFOLK,Summary star rating,3,658,22,4/1/2016,3/31/2017,,
ROCHESTER,NY,330164,HIGHLAND HOSPITAL,MONROE,Summary star rating,3,1963,29,4/1/2016,3/31/2017,,
ROCHESTER,NY,330125,ROCHESTER GENERAL HOSPITAL,MONROE,Summary star rating,3,3191,27,4/1/2016,3/31/2017,,
ROCHESTER,NY,330285,STRONG MEMORIAL HOSPITAL,MONROE,Summary star rating,3,1017,28,4/1/2016,3/31/2017,,
ROCHESTER,NY,330226,UNITY HOSPITAL OF ROCHESTER,MONROE,Summary star rating,4,1946,34,4/1/2016,3/31/2017,,
ROCKVILLE CENTRE,NY,330259,MERCY MEDICAL CENTER,NASSAU,Summary star rating,2,880,22,4/1/2016,3/31/2017,,
ROME,NY,330215,"ROME MEMORIAL HOSPITAL, INC",ONEIDA,Summary star rating,3,436,24,4/1/2016,3/31/2017,,
ROSLYN,NY,330182,"ST FRANCIS HOSPITAL, ROSLYN",NASSAU,Summary star rating,4,1521,34,4/1/2016,3/31/2017,,
SARANAC LAKE,NY,330079,ADIRONDACK MEDICAL CENTER,FRANKLIN,Summary star rating,4,532,29,4/1/2016,3/31/2017,,
SARATOGA SPRINGS,NY,330222,SARATOGA HOSPITAL,SARATOGA,Summary star rating,4,704,34,4/1/2016,3/31/2017,,
SCHENECTADY,NY,330153,ELLIS HOSPITAL,SCHENECTADY,Summary star rating,2,558,25,4/1/2016,3/31/2017,,
SLEEPY HOLLOW,NY,330261,PHELPS MEMORIAL HOSPITAL ASSN,WESTCHESTER,Summary star rating,4,364,26,4/1/2016,3/31/2017,,
SMITHTOWN,NY,330401,ST CATHERINE OF SIENA HOSPITAL,SUFFOLK,Summary star rating,2,1183,25,4/1/2016,3/31/2017,,
SOUTHAMPTON,NY,330340,SOUTHAMPTON HOSPITAL,SUFFOLK,Summary star rating,2,337,25,4/1/2016,3/31/2017,,
SPRINGVILLE,NY,330111,BERTRAND CHAFFEE HOSPITAL,ERIE,Summary star rating,2,411,39,4/1/2016,3/31/2017,,
STATEN ISLAND,NY,330028,RICHMOND UNIVERSITY MEDICAL CENTER,RICHMOND,Summary star rating,2,630,16,4/1/2016,3/31/2017,,
STATEN ISLAND,NY,330160,STATEN ISLAND UNIVERSITY HOSPITAL,RICHMOND,Summary star rating,2,457,20,4/1/2016,3/31/2017,,
STONY BROOK,NY,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),SUFFOLK,Summary star rating,3,1934,25,4/1/2016,3/31/2017,,
SUFFERN,NY,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,ROCKLAND,Summary star rating,2,507,22,4/1/2016,3/31/2017,,
SYRACUSE,NY,330203,CROUSE HOSPITAL,ONONDAGA,Summary star rating,2,1126,30,4/1/2016,3/31/2017,,
SYRACUSE,NY,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,ONONDAGA,Summary star rating,3,2779,27,4/1/2016,3/31/2017,,
SYRACUSE,NY,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,ONONDAGA,Summary star rating,3,594,24,4/1/2016,3/31/2017,,
TROY,NY,330180,SAMARITAN HOSPITAL,RENSSELAER,Summary star rating,2,1106,26,4/1/2016,3/31/2017,,
TROY,NY,330232,ST MARY'S HOSPITAL ( TROY ),RENSSELAER,Summary star rating,3,203,25,4/1/2016,3/31/2017,,
UTICA,NY,330044,FAXTON-ST LUKE'S HEALTHCARE,ONEIDA,Summary star rating,2,579,23,4/1/2016,3/31/2017,,
UTICA,NY,330245,ST ELIZABETH MEDICAL CENTER,ONEIDA,Summary star rating,3,621,34,4/1/2016,3/31/2017,,
VALHALLA,NY,330234,WESTCHESTER MEDICAL CENTER,WESTCHESTER,Summary star rating,2,661,18,4/1/2016,3/31/2017,,
WALTON,NY,331312,"DELAWARE VALLEY HOSPITAL, INC",DELAWARE,Summary star rating,0,FEWER THAN 50,27,4/1/2016,3/31/2017,,
WARSAW,NY,330008,WYOMING COUNTY COMMUNITY HOSPITAL,WYOMING,Summary star rating,3,268,29,4/1/2016,3/31/2017,,
WARWICK,NY,330205,ST ANTHONY COMMUNITY HOSPITAL,ORANGE,Summary star rating,4,297,29,4/1/2016,3/31/2017,,
WATERTOWN,NY,330157,SAMARITAN MEDICAL CENTER,JEFFERSON,Summary star rating,3,666,26,4/1/2016,3/31/2017,,
WELLSVILLE,NY,330096,JONES MEMORIAL HOSPITAL,ALLEGANY,Summary star rating,3,309,27,4/1/2016,3/31/2017,,
WEST ISLIP,NY,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,SUFFOLK,Summary star rating,2,2307,23,4/1/2016,3/31/2017,,
WHITE PLAINS,NY,330304,WHITE PLAINS HOSPITAL CENTER,WESTCHESTER,Summary star rating,4,1094,24,4/1/2016,3/31/2017,,
YONKERS,NY,330208,ST JOHN'S RIVERSIDE HOSPITAL,WESTCHESTER,Summary star rating,3,921,21,4/1/2016,3/31/2017,,
YONKERS,NY,330006,ST JOSEPH'S MEDICAL CENTER,WESTCHESTER,Summary star rating,2,207,10,4/1/2016,3/31/2017,,
AKRON,OH,360027,AKRON GENERAL MEDICAL CENTER,SUMMIT,Summary star rating,3,2876,24,4/1/2016,3/31/2017,,
AKRON,OH,360351,CRYSTAL CLINIC ORTHOPAEDIC CENTER,SUMMIT,Summary star rating,4,1136,54,4/1/2016,3/31/2017,,
AKRON,OH,360020,SUMMA HEALTH SYSTEM,SUMMIT,Summary star rating,3,3629,23,4/1/2016,3/31/2017,,
ALLIANCE,OH,360131,ALLIANCE COMMUNITY HOSPITAL,STARK,Summary star rating,4,621,25,4/1/2016,3/31/2017,,
ASHLAND,OH,360002,UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,ASHLAND,Summary star rating,4,592,33,4/1/2016,3/31/2017,,
ASHTABULA,OH,360125,ASHTABULA COUNTY MEDICAL CENTER,ASHTABULA,Summary star rating,3,712,21,4/1/2016,3/31/2017,,
ATHENS,OH,360014,OHIOHEALTH O'BLENESS HOSPITAL,ATHENS,Summary star rating,3,396,19,4/1/2016,3/31/2017,,
BARNESVILLE,OH,361321,"BARNESVILLE HOSPITAL ASSOCIATION, INC",BELMONT,Summary star rating,4,173,35,4/1/2016,3/31/2017,,
BATAVIA,OH,360236,MERCY HOSPITAL CLERMONT,CLERMONT,Summary star rating,4,355,22,4/1/2016,3/31/2017,,
BEACHWOOD,OH,360359,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,CUYAHOGA,Summary star rating,3,1822,32,4/1/2016,3/31/2017,,
BEAVER CREEK,OH,360360,SOIN MEDICAL CENTER,GREENE,Summary star rating,4,1277,25,4/1/2016,3/31/2017,,
BELLEFONTAINE,OH,360197,MARY RUTAN HOSPITAL,LOGAN,Summary star rating,4,292,26,4/1/2016,3/31/2017,,
BELLEVUE,OH,360107,BELLEVUE HOSPITAL,SANDUSKY,Summary star rating,4,229,23,4/1/2016,3/31/2017,,
BLUFFTON,OH,361322,BLUFFTON HOSPITAL,ALLEN,Summary star rating,5,110,37,4/1/2016,3/31/2017,,
BOARDMAN,OH,360276,ST ELIZABETH BOARDMAN HEALTH CENTER,MAHONING,Summary star rating,3,481,27,4/1/2016,3/31/2017,,
BOWLING GREEN,OH,360029,WOOD COUNTY HOSPITAL,WOOD,Summary star rating,4,390,30,4/1/2016,3/31/2017,,
BRYAN,OH,360121,COMMUNITY HOSPITALS AND WELLNESS CENTERS,WILLIAMS,Summary star rating,4,406,33,4/1/2016,3/31/2017,,
BUCYRUS,OH,361316,BUCYRUS COMMUNITY HOSPITAL,CRAWFORD,Summary star rating,4,158,28,4/1/2016,3/31/2017,,
CADIZ,OH,361311,HARRISON COMMUNITY HOSPITAL,HARRISON,Summary star rating,0,FEWER THAN 50,23,4/1/2016,3/31/2017,,
CAMBRIDGE,OH,360203,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,GUERNSEY,Summary star rating,4,564,29,4/1/2016,3/31/2017,,
CANTON,OH,360084,AULTMAN HOSPITAL,STARK,Summary star rating,3,773,30,4/1/2016,3/31/2017,,
CANTON,OH,360070,MERCY MEDICAL CENTER,STARK,Summary star rating,3,811,29,4/1/2016,3/31/2017,,
CHARDON,OH,360192,UH GEAUGA MEDICAL CENTER,GEAUGA,Summary star rating,4,1610,35,4/1/2016,3/31/2017,,
CHILLICOTHE,OH,360159,ADENA REGIONAL MEDICAL CENTER,ROSS,Summary star rating,3,302,26,4/1/2016,3/31/2017,,
CINCINNATI,OH,360179,BETHESDA NORTH,HAMILTON,Summary star rating,3,1258,29,4/1/2016,3/31/2017,,
CINCINNATI,OH,360163,CHRIST HOSPITAL,HAMILTON,Summary star rating,4,3946,33,4/1/2016,3/31/2017,,
CINCINNATI,OH,360134,GOOD SAMARITAN HOSPITAL,HAMILTON,Summary star rating,3,1409,27,4/1/2016,3/31/2017,,
CINCINNATI,OH,360016,"JEWISH HOSPITAL, LLC",HAMILTON,Summary star rating,4,320,27,4/1/2016,3/31/2017,,
CINCINNATI,OH,360234,MERCY HEALTH - WEST HOSPITAL,HAMILTON,Summary star rating,3,340,28,4/1/2016,3/31/2017,,
CINCINNATI,OH,360001,MERCY HOSPITAL ANDERSON,HAMILTON,Summary star rating,3,296,24,4/1/2016,3/31/2017,,
CINCINNATI,OH,360362,TRIHEALTH EVENDALE HOSPITAL,HAMILTON,Summary star rating,4,314,52,4/1/2016,3/31/2017,,
CINCINNATI,OH,360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",HAMILTON,Summary star rating,2,591,16,4/1/2016,3/31/2017,,
CIRCLEVILLE,OH,360170,BERGER HOSPITAL,PICKAWAY,Summary star rating,3,287,21,4/1/2016,3/31/2017,,
CLEVELAND,OH,360180,CLEVELAND CLINIC,CUYAHOGA,Summary star rating,4,8020,30,4/1/2016,3/31/2017,,
CLEVELAND,OH,360077,FAIRVIEW HOSPITAL,CUYAHOGA,Summary star rating,4,2390,23,4/1/2016,3/31/2017,,
CLEVELAND,OH,360087,LUTHERAN HOSPITAL,CUYAHOGA,Summary star rating,3,1010,30,4/1/2016,3/31/2017,,
CLEVELAND,OH,360059,METROHEALTH SYSTEM,CUYAHOGA,Summary star rating,3,901,16,4/1/2016,3/31/2017,,
CLEVELAND,OH,360037,ST VINCENT CHARITY MEDICAL CENTER,CUYAHOGA,Summary star rating,4,907,30,4/1/2016,3/31/2017,,
CLEVELAND,OH,360137,UH CLEVELAND MEDICAL CENTER,CUYAHOGA,Summary star rating,3,4486,21,4/1/2016,3/31/2017,,
COLDWATER,OH,360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,MERCER,Summary star rating,4,310,35,4/1/2016,3/31/2017,,
COLUMBUS,OH,360152,DOCTORS HOSPITAL,FRANKLIN,Summary star rating,3,951,14,4/1/2016,3/31/2017,,
COLUMBUS,OH,360017,GRANT MEDICAL CENTER,FRANKLIN,Summary star rating,3,1848,18,4/1/2016,3/31/2017,,
COLUMBUS,OH,360035,MOUNT CARMEL WEST,FRANKLIN,Summary star rating,3,5651,25,4/1/2016,3/31/2017,,
COLUMBUS,OH,360085,OHIO STATE UNIVERSITY HOSPITALS,FRANKLIN,Summary star rating,3,2140,21,4/1/2016,3/31/2017,,
COLUMBUS,OH,360006,RIVERSIDE METHODIST HOSPITAL,FRANKLIN,Summary star rating,3,3570,28,4/1/2016,3/31/2017,,
CONCORD,OH,360098,LAKE HEALTH,LAKE,Summary star rating,3,1941,31,4/1/2016,3/31/2017,,
CONNEAUT,OH,361308,UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,ASHTABULA,Summary star rating,5,137,38,4/1/2016,3/31/2017,,
COSHOCTON,OH,360109,COSHOCTON REGIONAL MEDICAL CENTER,COSHOCTON,Summary star rating,4,329,24,4/1/2016,3/31/2017,,
CUYAHOGA FALLS,OH,360150,SUMMA WESTERN RESERVE HOSPITAL,SUMMIT,Summary star rating,4,667,32,4/1/2016,3/31/2017,,
DAYTON,OH,360052,GOOD SAMARITAN HOSPITAL,MONTGOMERY,Summary star rating,3,617,22,4/1/2016,3/31/2017,,
DAYTON,OH,360133,GRANDVIEW HOSPITAL & MEDICAL CENTER,MONTGOMERY,Summary star rating,4,1520,23,4/1/2016,3/31/2017,,
DAYTON,OH,360274,MEDICAL CENTER AT ELIZABETH PLACE,MONTGOMERY,Summary star rating,0,60,20,4/1/2016,3/31/2017,,
DAYTON,OH,360051,MIAMI VALLEY HOSPITAL,MONTGOMERY,Summary star rating,3,570,21,4/1/2016,3/31/2017,,
DEFIANCE,OH,361328,DEFIANCE REGIONAL MEDICAL CENTER,DEFIANCE,Summary star rating,4,261,27,4/1/2016,3/31/2017,,
DEFIANCE,OH,360270,MERCY HOSPITAL OF DEFIANCE,DEFIANCE,Summary star rating,4,298,39,4/1/2016,3/31/2017,,
DELAWARE,OH,360210,GRADY MEMORIAL HOSPITAL,DELAWARE,Summary star rating,4,403,26,4/1/2016,3/31/2017,,
DENNISON,OH,361302,TRINITY HOSPITAL TWIN CITY,TUSCARAWAS,Summary star rating,0,FEWER THAN 50,25,4/1/2016,3/31/2017,,
DOVER,OH,360010,UNION HOSPITAL,TUSCARAWAS,Summary star rating,3,885,31,4/1/2016,3/31/2017,,
DUBLIN,OH,360348,DUBLIN METHODIST HOSPITAL,FRANKLIN,Summary star rating,4,1481,33,4/1/2016,3/31/2017,,
EAST LIVERPOOL,OH,360096,EAST LIVERPOOL CITY HOSPITAL,COLUMBIANA,Summary star rating,3,586,27,4/1/2016,3/31/2017,,
ELYRIA,OH,360145,UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,LORAIN,Summary star rating,3,1871,27,4/1/2016,3/31/2017,,
EUCLID,OH,360082,EUCLID HOSPITAL,CUYAHOGA,Summary star rating,4,776,28,4/1/2016,3/31/2017,,
FAIRFIELD,OH,360056,MERCY HOSPITAL FAIRFIELD,BUTLER,Summary star rating,4,350,27,4/1/2016,3/31/2017,,
FINDLAY,OH,360095,BLANCHARD VALLEY HOSPITAL,HANCOCK,Summary star rating,4,843,33,4/1/2016,3/31/2017,,
FOSTORIA,OH,361318,FOSTORIA COMMUNITY HOSPITAL,SENECA,Summary star rating,0,85,32,4/1/2016,3/31/2017,,
FRANKLIN,OH,360076,ATRIUM MEDICAL CENTER,WARREN,Summary star rating,4,542,20,4/1/2016,3/31/2017,,
FREMONT,OH,360156,MEMORIAL HOSPITAL,SANDUSKY,Summary star rating,4,280,32,4/1/2016,3/31/2017,,
GALION,OH,361325,GALION COMMUNITY HOSPITAL,CRAWFORD,Summary star rating,4,443,32,4/1/2016,3/31/2017,,
GALLIPOLIS,OH,360054,HOLZER MEDICAL CENTER,GALLIA,Summary star rating,3,502,19,4/1/2016,3/31/2017,,
GARFIELD HEIGHTS,OH,360143,MARYMOUNT HOSPITAL,CUYAHOGA,Summary star rating,4,943,24,4/1/2016,3/31/2017,,
GENEVA,OH,361307,UHHS MEMORIAL HOSPITAL OF GENEVA,ASHTABULA,Summary star rating,5,271,38,4/1/2016,3/31/2017,,
GREENVILLE,OH,360044,WAYNE HOSPITAL,DARKE,Summary star rating,3,333,29,4/1/2016,3/31/2017,,
HAMILTON,OH,360132,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,BUTLER,Summary star rating,4,626,17,4/1/2016,3/31/2017,,
